Start time,End time,Round trip time,processing delay,Before-inference-time,After-inference-time,total-process,resizing-time,requesttime,decompress time,np conv,bytes to image
1714462922.836573,1714462924.140311,1.3037381172180176,0.017337799072265625,1714462924.114394,1714462924.1317317,1.2640373706817627,0.001157522201538086,1.2372989654541016,0.0015132427215576172,1.8835067749023438e-05,0.0067102909088134766
1714462924.1908684,1714462924.34061,0.14974164962768555,0.015543699264526367,1714462924.31941,1714462924.3349538,0.1213531494140625,0.0011754035949707031,0.09498023986816406,0.0013859272003173828,1.239776611328125e-05,0.0082550048828125
1714462924.3885767,1714462924.499486,0.11090922355651855,0.015981197357177734,1714462924.4753723,1714462924.4913535,0.0725548267364502,0.0010728836059570312,0.04544353485107422,0.0015385150909423828,1.33514404296875e-05,0.008504390716552734
1714462924.5586288,1714462924.6487992,0.09017038345336914,0.015586137771606445,1714462924.6190932,1714462924.6346793,0.04979991912841797,0.0010716915130615234,0.025429725646972656,0.0017096996307373047,1.430511474609375e-05,0.005987644195556641
1714462924.6834428,1714462924.8277848,0.14434194564819336,0.015378236770629883,1714462924.8064113,1714462924.8217895,0.10767292976379395,0.0010104179382324219,0.07968711853027344,0.0013775825500488281,1.1920928955078125e-05,0.010207414627075195
1714462924.8610835,1714462924.956036,0.09495258331298828,0.015065670013427734,1714462924.9228432,1714462924.937909,0.058803558349609375,0.0010275840759277344,0.032897233963012695,0.0013873577117919922,1.1682510375976562e-05,0.008413076400756836
1714462925.0005407,1714462925.1320324,0.13149166107177734,0.014900445938110352,1714462925.1111689,1714462925.1260693,0.09317564964294434,0.0010361671447753906,0.06751132011413574,0.0013799667358398438,1.1444091796875e-05,0.00833582878112793
1714462925.1728706,1714462925.2991884,0.12631773948669434,0.014218807220458984,1714462925.276065,1714462925.290284,0.09873175621032715,0.0010459423065185547,0.07364177703857422,0.0016939640045166016,1.3828277587890625e-05,0.008116722106933594
1714462925.3494978,1714462925.4448507,0.0953528881072998,0.014973878860473633,1714462925.4235346,1714462925.4385085,0.06629824638366699,0.0010259151458740234,0.040343523025512695,0.001546621322631836,1.3113021850585938e-05,0.008394718170166016
1714462925.494547,1714462925.6301947,0.13564777374267578,0.014646768569946289,1714462925.6035647,1714462925.6182115,0.08966279029846191,0.001055002212524414,0.06329798698425293,0.0016295909881591797,1.3828277587890625e-05,0.009019136428833008
1714462925.6700997,1714462925.7713969,0.10129714012145996,0.015526533126831055,1714462925.7439048,1714462925.7594314,0.06735086441040039,0.001039266586303711,0.0423738956451416,0.001252889633178711,1.0728836059570312e-05,0.007147073745727539
1714462925.8183057,1714462925.9856763,0.16737055778503418,0.016286134719848633,1714462925.964022,1714462925.980308,0.12955021858215332,0.0011162757873535156,0.10294699668884277,0.0015344619750976562,1.3589859008789062e-05,0.0076520442962646484
1714462926.0397468,1714462926.156658,0.11691117286682129,0.0166018009185791,1714462926.1310549,1714462926.1476567,0.06852841377258301,0.001054525375366211,0.04176592826843262,0.0012483596801757812,1.2159347534179688e-05,0.007844924926757812
1714462926.211717,1714462926.2919254,0.08020853996276855,0.014644622802734375,1714462926.2707,1714462926.2853446,0.04340052604675293,0.0009105205535888672,0.019182682037353516,0.0011525154113769531,1.0728836059570312e-05,0.007498979568481445
1714462926.3537936,1714462926.4552083,0.10141468048095703,0.014061689376831055,1714462926.4355145,1714462926.4495761,0.05876588821411133,0.001089334487915039,0.03493809700012207,0.0013682842254638672,1.1920928955078125e-05,0.007296085357666016
1714462926.5063493,1714462926.5708013,0.06445193290710449,0.016107559204101562,1714462926.5495214,1714462926.565629,0.03937101364135742,0.0011048316955566406,0.015444040298461914,0.0011463165283203125,1.1682510375976562e-05,0.0055561065673828125
1714462926.6111882,1714462926.6967785,0.08559036254882812,0.014753580093383789,1714462926.6754947,1714462926.6902483,0.053075551986694336,0.001047372817993164,0.029103755950927734,0.0012516975402832031,1.239776611328125e-05,0.006906270980834961
1714462926.7463439,1714462926.8514485,0.10510468482971191,0.014676332473754883,1714462926.8310497,1714462926.845726,0.07246732711791992,0.0010190010070800781,0.04592156410217285,0.0015223026275634766,1.3113021850585938e-05,0.009314537048339844
1714462926.9139402,1714462927.0016134,0.08767318725585938,0.01500248908996582,1714462926.9722874,1714462926.98729,0.05029916763305664,0.001088857650756836,0.025362014770507812,0.0015254020690917969,1.239776611328125e-05,0.007307529449462891
1714462927.0447142,1714462927.1669922,0.12227797508239746,0.01542353630065918,1714462927.1432934,1714462927.158717,0.08969402313232422,0.001033782958984375,0.06553316116333008,0.0017001628875732422,1.3589859008789062e-05,0.0059893131256103516
1714462927.213351,1714462927.2850337,0.07168269157409668,0.014230012893676758,1714462927.262642,1714462927.276872,0.04532814025878906,0.0010647773742675781,0.019982099533081055,0.0012736320495605469,1.1205673217773438e-05,0.008765697479248047
1714462927.3367498,1714462927.4163523,0.07960247993469238,0.014850616455078125,1714462927.3965619,1714462927.4114125,0.05768465995788574,0.0010738372802734375,0.03423953056335449,0.0013990402221679688,1.239776611328125e-05,0.006108522415161133
1714462927.46064,1714462927.5546308,0.09399080276489258,0.016276121139526367,1714462927.531464,1714462927.5477402,0.06236910820007324,0.0010476112365722656,0.037398338317871094,0.0017008781433105469,1.4781951904296875e-05,0.005930900573730469
1714462927.6019645,1714462927.6964486,0.09448409080505371,0.014755010604858398,1714462927.6751654,1714462927.6899204,0.06786179542541504,0.0010662078857421875,0.04306840896606445,0.0012538433074951172,1.1920928955078125e-05,0.0077056884765625
