1718447629.0780365,1718447629.182324,0.10428738594055176
1718447629.2240114,1718447629.2716844,0.04767298698425293
1718447629.2948759,1718447629.3483722,0.053496360778808594
1718447629.3721836,1718447629.407841,0.035657405853271484
1718447629.4290612,1718447629.468259,0.03919792175292969
1718447629.4923198,1718447629.531299,0.038979291915893555
1718447629.5560908,1718447629.5940168,0.03792595863342285
1718447629.6155694,1718447629.651107,0.0355377197265625
1718447629.6776166,1718447629.710941,0.033324480056762695
1718447629.7381043,1718447629.7713876,0.033283233642578125
1718447629.793728,1718447629.8270154,0.03328728675842285
1718447629.851629,1718447629.8881457,0.036516666412353516
1718447629.9091141,1718447629.9425561,0.033442020416259766
1718447629.9698138,1718447630.0034819,0.03366804122924805
1718447630.0289865,1718447630.0625134,0.03352689743041992
1718447630.0866559,1718447630.1201956,0.033539772033691406
1718447630.1441996,1718447630.1776602,0.03346061706542969
1718447630.2029154,1718447630.236524,0.03360867500305176
1718447630.2667096,1718447630.3002777,0.03356814384460449
1718447630.3306947,1718447630.3644133,0.03371858596801758
1718447630.3876414,1718447630.4209087,0.03326725959777832
1718447630.4445622,1718447630.478391,0.0338287353515625
1718447630.5013804,1718447630.5345633,0.03318285942077637
1718447630.5581179,1718447630.5912614,0.03314352035522461
1718447630.6166215,1718447630.6498358,0.03321433067321777
1718447630.6720705,1718447630.705201,0.03313040733337402
1718447630.7336361,1718447630.7668602,0.03322410583496094
1718447630.7877142,1718447630.8208992,0.03318500518798828
1718447630.841918,1718447630.8750114,0.03309345245361328
1718447630.8960023,1718447630.9291701,0.03316783905029297
1718447630.9500308,1718447630.983211,0.03318023681640625
1718447631.0040581,1718447631.0371494,0.03309130668640137
1718447631.0584671,1718447631.0918565,0.03338932991027832
1718447631.1152081,1718447631.148863,0.03365492820739746
1718447631.1706774,1718447631.204229,0.033551692962646484
1718447631.2301173,1718447631.2639568,0.03383946418762207
1718447631.2855704,1718447631.3191862,0.033615827560424805
1718447631.341234,1718447631.374805,0.03357100486755371
1718447631.4405122,1718447631.4740844,0.03357219696044922
1718447631.4970982,1718447631.5305014,0.03340315818786621
1718447631.552928,1718447631.5863383,0.03341031074523926
1718447631.6092837,1718447631.642964,0.03368020057678223
1718447631.6654692,1718447631.698998,0.033528804779052734
1718447631.7226195,1718447631.7561657,0.03354620933532715
1718447631.7775276,1718447631.8113256,0.0337979793548584
1718447631.8372784,1718447631.8709157,0.033637285232543945
1718447631.8963258,1718447631.9300244,0.03369855880737305
1718447631.9536896,1718447631.987312,0.03362250328063965
1718447632.0079796,1718447632.041736,0.033756256103515625
1718447632.063062,1718447632.0969472,0.03388524055480957
1718447632.120001,1718447632.1536355,0.03363442420959473
1718447632.1797185,1718447632.2132473,0.033528804779052734
